RHC,192,0.1190214919652473,9.0
SA,350,0.10755582153924188,10.0
GA,694,0.1524466146168154,7.0
MIMIC,16964,0.08898894207331397,12.0
RHC,60,0.11278287672941417,9.0
SA,240,0.12164785982034988,9.0
GA,360,0.1520226091356588,7.0
MIMIC,12663,0.09059242398109264,12.0
RHC,70,0.12686130138194254,8.0
SA,250,0.12198221015406674,9.0
GA,340,0.15345769597812786,7.0
MIMIC,12690,0.08531976879143352,12.0
RHC,70,0.12126307062433618,9.0
SA,240,0.11483966713117831,9.0
GA,310,0.1563911819085938,7.0
MIMIC,12822,0.09873496033944652,11.0
RHC,70,0.11159823552397347,9.0
SA,250,0.10951704861594548,10.0
GA,310,0.1586761021624949,7.0
MIMIC,13043,0.09128484198483827,11.0
RHC,100,0.11104326489128946,10.0
SA,260,0.11412488390491417,9.0
GA,280,0.15564755235656488,7.0
MIMIC,13117,0.09082185941362966,12.0
RHC,60,0.13473587888854469,8.0
SA,250,0.13124705733086164,8.0
GA,350,0.14228532192568874,8.0
MIMIC,12728,0.09816329465836496,11.0
RHC,70,0.13785282145517994,8.0
SA,250,0.13663266629881482,8.0
GA,320,0.15688047104207228,7.0
MIMIC,12770,0.10741494180476037,10.0
RHC,60,0.12204136399901487,9.0
SA,290,0.11676055262811537,9.0
GA,250,0.14515522884389995,7.0
MIMIC,12824,0.09513583500671205,11.0
RHC,60,0.13516249783897352,8.0
SA,250,0.11677977641842806,9.0
GA,290,0.15793633499632465,7.0
MIMIC,12715,0.10146315269162084,10.0
RHC,60,0.12834443556650513,8.0
SA,250,0.11827496346619802,9.0
GA,240,0.16685288534212686,6.0
MIMIC,13148,0.10824305676699046,10.0
RHC,70,0.12754319829251534,8.0
SA,250,0.12210458750546194,9.0
GA,320,0.15301375508754014,7.0
MIMIC,12642,0.10317995998096453,10.0
RHC,70,0.12022552435024972,9.0
SA,240,0.13261038794077157,8.0
GA,290,0.1587672038174449,7.0
MIMIC,12820,0.09275272661357128,11.0
RHC,70,0.13066971192150031,8.0
SA,240,0.12604830504251238,8.0
GA,303,0.16479685022885074,7.0
MIMIC,13702,0.09485901048193528,11.0
RHC,62,0.14152477736864674,8.0
SA,250,0.13986928976165922,8.0
GA,310,0.14821313528810123,7.0
MIMIC,13882,0.08610310473061777,12.0
RHC,65,0.11072006797168439,10.0
SA,245,0.1252655340239496,8.0
GA,290,0.1845772162523174,6.0
MIMIC,13508,0.08466460325440346,12.0
RHC,70,0.10400261355363506,10.0
SA,250,0.12706630168335076,8.0
GA,300,0.14498567141124108,7.0
MIMIC,12700,0.10041079852641732,10.0
RHC,70,0.11823172458901558,9.0
SA,240,0.11576934856336639,9.0
GA,320,0.14060248956665078,8.0
MIMIC,12687,0.09524076536283084,11.0
RHC,70,0.11578631472493876,9.0
SA,240,0.13337806073822414,8.0
GA,310,0.1576339695814148,7.0
MIMIC,15181,0.09947942682639285,11.0
RHC,135,0.15573333144056725,7.0
SA,371,0.1352529661743505,8.0
GA,587,0.1573036305098241,7.0
MIMIC,18403,0.1004252638725488,10.0
RHC,90,0.15488624074199497,7.0
SA,280,0.12826629026225098,8.0
GA,380,0.16874082664526696,6.0
MIMIC,14550,0.11512940785877797,9.0
RHC,70,0.10706063747449833,10.0
SA,280,0.11271444520264083,9.0
GA,350,0.11653157106313376,9.0
MIMIC,13372,0.08588268549479731,12.0
RHC,70,0.11706474678920868,9.0
SA,240,0.11631422383126304,9.0
GA,300,0.14712701770670253,7.0
MIMIC,12680,0.0861781805009665,12.0
RHC,60,0.1167988231960875,9.0
SA,260,0.13441188643935548,8.0
GA,300,0.1566977103574945,7.0
MIMIC,12900,0.09976798818567793,11.0
RHC,60,0.12195055913353323,9.0
SA,260,0.11687110228966274,9.0
GA,340,0.14318610472339655,7.0
MIMIC,12727,0.09207527121874869,11.0
RHC,70,0.11035456421747619,10.0
SA,250,0.12390785815195662,9.0
GA,320,0.14169597541781181,8.0
MIMIC,12693,0.09018723539085798,12.0
RHC,70,0.11476620533985556,9.0
SA,240,0.12713584928987837,8.0
GA,270,0.15946809908789555,7.0
MIMIC,12640,0.10208210617674614,10.0
RHC,70,0.12704083330524862,8.0
SA,250,0.10559223467182186,10.0
GA,320,0.1431226029720834,7.0
MIMIC,12995,0.10072971176166554,10.0
RHC,70,0.12449040690216537,9.0
SA,250,0.12702691433470165,8.0
GA,300,0.14438881506690954,7.0
MIMIC,12652,0.10049527734648522,10.0
RHC,60,0.12208287375975095,9.0
SA,250,0.12741695944154932,8.0
GA,330,0.1562185081972327,7.0
MIMIC,12710,0.09948633732005274,11.0
RHC,70,0.12103805177805083,9.0
SA,250,0.10776564253433506,10.0
GA,310,0.1378719917101474,8.0
MIMIC,12680,0.09145547933370124,11.0
RHC,60,0.12900427678170534,8.0
SA,250,0.13159220391796617,8.0
GA,260,0.17352692154922186,6.0
MIMIC,12678,0.10446000756313094,10.0
RHC,60,0.12061049594624167,9.0
SA,250,0.11158017606336472,9.0
GA,300,0.16419360879049358,7.0
MIMIC,14899,0.0961967044759116,11.0
RHC,60,0.10665811773309364,10.0
SA,260,0.13083015300094097,8.0
GA,360,0.1267524758705853,8.0
MIMIC,12720,0.09289786952694232,11.0
RHC,70,0.1252308589826288,8.0
SA,240,0.12726691691518505,8.0
GA,300,0.17137786649085807,6.0
MIMIC,12875,0.08526163770544877,12.0
RHC,70,0.12544281276506766,8.0
SA,245,0.12172200645859083,9.0
GA,330,0.16183767729703308,7.0
MIMIC,13120,0.08553503107820311,12.0
RHC,70,0.139529365808924,8.0
SA,250,0.10440833544865757,10.0
GA,260,0.15057925677219222,7.0
MIMIC,12635,0.09164017541456966,11.0
RHC,70,0.12218668968126192,9.0
SA,260,0.11172429338636841,9.0
GA,310,0.1512191089004605,7.0
MIMIC,12932,0.09557832231927127,11.0
RHC,60,0.1335588712518749,8.0
SA,260,0.11469955237424184,9.0
GA,300,0.1629753891674514,7.0
MIMIC,13567,0.12815445485301877,8.0
RHC,60,0.11774092766569402,9.0
SA,260,0.12108667682050844,9.0
GA,350,0.13114086666036942,8.0
MIMIC,12855,0.09416182512130969,11.0
RHC,70,0.10635179911501201,10.0
SA,260,0.12425091182809817,9.0
GA,320,0.15937029464789906,7.0
MIMIC,12730,0.0875018393341763,12.0
RHC,70,0.12072587666048717,9.0
SA,257,0.12389981820329718,9.0
GA,320,0.15345877739388308,7.0
MIMIC,13328,0.08034341872158969,13.0
RHC,80,0.11116067534263437,9.0
SA,280,0.10374615665620318,10.0
GA,320,0.14656871152046075,7.0
MIMIC,13902,0.08638933497368374,12.0
RHC,70,0.11436980519073822,9.0
SA,250,0.135450036005643,8.0
GA,310,0.16489106753162552,7.0
MIMIC,13120,0.09532184470028385,11.0
RHC,70,0.11170796290229176,9.0
SA,240,0.11846433134197053,9.0
GA,330,0.14550655025795167,7.0
MIMIC,12680,0.0942646152923175,11.0
RHC,70,0.13468217976595015,8.0
SA,250,0.11150329094869435,9.0
GA,290,0.1669295396900322,6.0
MIMIC,12640,0.08769180470985563,12.0
RHC,70,0.15036800023015104,7.0
SA,240,0.13129347858792442,8.0
GA,250,0.16131582447470588,7.0
MIMIC,12867,0.0976886624034685,11.0
RHC,60,0.12088908955522765,9.0
SA,250,0.11774703169949396,9.0
GA,320,0.13064240604011634,8.0
MIMIC,12840,0.10269321451463322,10.0
RHC,60,0.11147769662119124,9.0
SA,240,0.11225867369765999,9.0
GA,310,0.15638558185528253,7.0
MIMIC,12640,0.09702866257908306,11.0
RHC,70,0.11035068274467581,10.0
SA,240,0.11065659773917987,10.0
GA,300,0.1396664999584196,8.0
MIMIC,12638,0.09937221532941068,11.0
RHC,68,0.12426744525370755,9.0
SA,250,0.13670861953889377,8.0
GA,300,0.16809945874174773,6.0
MIMIC,12955,0.10087110699005734,10.0
RHC,70,0.11985907251205304,9.0
SA,240,0.1373250966172102,8.0
GA,300,0.17302258222454633,6.0
MIMIC,12625,0.09811024698567869,11.0
RHC,60,0.12400815488295369,9.0
SA,250,0.12232703534949689,9.0
GA,290,0.14890213562242818,7.0
MIMIC,12702,0.0990219832373597,11.0
RHC,70,0.12300795760233346,9.0
SA,240,0.12256950210330853,9.0
GA,320,0.1393744138313945,8.0
MIMIC,12480,0.08129912743933035,13.0
RHC,70,0.10900177047052204,10.0
SA,240,0.1109206339631289,10.0
GA,320,0.14286981858299788,7.0
MIMIC,12810,0.1055145744626458,10.0
RHC,60,0.13643976398342608,8.0
SA,250,0.12487417184323858,9.0
GA,300,0.14293234784896305,7.0
MIMIC,12960,0.10284473063428488,10.0
RHC,80,0.1160121654324525,9.0
SA,280,0.12653182838571286,8.0
GA,370,0.1465689151388519,7.0
MIMIC,12673,0.09974123423776629,11.0
RHC,60,0.1162652947249589,9.0
SA,250,0.12705186028121895,8.0
GA,310,0.15425959100929132,7.0
MIMIC,12875,0.07992638477652883,13.0
RHC,80,0.1145848519883693,9.0
SA,300,0.10327799023329207,10.0
GA,390,0.13847488283620063,8.0
MIMIC,17602,0.09302175154908128,11.0
RHC,70,0.10692560763667294,10.0
SA,260,0.12224608288235729,9.0
GA,230,0.15401689118062228,7.0
MIMIC,12835,0.09123347907140486,11.0
RHC,70,0.10682094388429914,10.0
SA,240,0.11178354067345508,9.0
GA,310,0.1536404335749761,7.0
MIMIC,12670,0.09250391606352826,11.0
RHC,70,0.1062776800746624,10.0
SA,240,0.11172584021635854,9.0
GA,320,0.1486606952411691,7.0
MIMIC,12815,0.08693815050262949,12.0
RHC,70,0.11216271801050912,9.0
SA,250,0.10869461898092388,10.0
GA,310,0.13408461647496026,8.0
MIMIC,12653,0.10774045508467724,10.0
RHC,60,0.1408045366319512,8.0
SA,250,0.11559484121998835,9.0
GA,310,0.1701099483685321,6.0
MIMIC,12980,0.08434027759408651,12.0
RHC,70,0.11534662084306387,9.0
SA,250,0.11476780780669098,9.0
GA,320,0.15058794099012668,7.0
MIMIC,13325,0.0940145007606719,11.0
RHC,70,0.13939333121678335,8.0
SA,240,0.12672710108824253,8.0
GA,290,0.1571317782120737,7.0
MIMIC,26720,0.10466851052459353,10.0
RHC,122,0.11221446216831107,9.0
SA,470,0.11971520033489459,9.0
GA,560,0.14240467067210127,8.0
MIMIC,26385,0.09390620949314976,11.0
RHC,170,0.12661434271675495,8.0
SA,410,0.1038616768351123,10.0
GA,520,0.14313755983148124,7.0
MIMIC,27747,0.1093480625978263,10.0
RHC,90,0.11136263798799922,9.0
SA,360,0.13023411485655978,8.0
GA,340,0.1429251979716129,7.0
MIMIC,12655,0.09563154488075161,11.0
RHC,70,0.13256001648426985,8.0
SA,250,0.13864499691278342,8.0
GA,330,0.15691030002561798,7.0
MIMIC,12710,0.08911004685558428,12.0
RHC,60,0.11026322275785876,10.0
SA,250,0.1362229274308508,8.0
GA,320,0.16133386431944022,7.0
MIMIC,12965,0.0836578501888464,12.0
RHC,60,0.1175520240483708,9.0
SA,250,0.12366275008303353,9.0
GA,310,0.13848870661045237,8.0
MIMIC,12942,0.10885172362533717,10.0
RHC,70,0.1361824317426445,8.0
SA,250,0.12264809554584889,9.0
GA,300,0.16411747967216053,7.0
MIMIC,13090,0.0883654110209525,12.0
RHC,60,0.10496323426259996,10.0
SA,250,0.12812349850355037,8.0
GA,330,0.13273837772160188,8.0
MIMIC,12738,0.09229803092960763,11.0
RHC,70,0.11918751792241643,9.0
SA,240,0.11143225836266897,9.0
GA,250,0.1646042678504579,7.0
MIMIC,12627,0.0945743088917406,11.0
RHC,70,0.10840466543246258,10.0
SA,250,0.13014273531585646,8.0
GA,310,0.14206754176753827,8.0
MIMIC,12875,0.10453628610920689,10.0
RHC,70,0.1304458799518847,8.0
SA,250,0.12732111610024652,8.0
GA,330,0.14897241175032644,7.0
MIMIC,12790,0.09404945995402121,11.0
RHC,60,0.10950254157439479,10.0
SA,250,0.11468490371038356,9.0
GA,270,0.16597540671103642,7.0
MIMIC,13205,0.08412055620551051,12.0
RHC,70,0.13666583306600677,8.0
SA,250,0.12883182118222006,8.0
GA,320,0.15848725788588597,7.0
MIMIC,12660,0.10251449227782523,10.0
RHC,70,0.15042138560088825,7.0
SA,250,0.13366973559758352,8.0
GA,300,0.13220134238149703,8.0
MIMIC,12988,0.09939638900149128,11.0
RHC,70,0.12063961372431016,9.0
SA,250,0.13261065708601416,8.0
GA,310,0.16389874517357478,7.0
MIMIC,12900,0.08083895604419088,13.0
