RHC,90,0.12316293216783081,9.0
SA,280,0.12459560598714503,9.0
GA,340,0.1590399185185293,7.0
MIMIC,13000,0.09427354203729386,11.0
RHC,60,0.11205214548334684,9.0
SA,240,0.12972682408642958,8.0
GA,300,0.13748123711186366,8.0
MIMIC,18820,0.10256780767725986,10.0
RHC,140,0.12753756853751086,8.0
SA,520,0.11610164064784745,9.0
GA,670,0.13929031672677464,8.0
MIMIC,18322,0.10496538490888627,10.0
RHC,60,0.12896660648842675,8.0
SA,240,0.11793274459150496,9.0
GA,310,0.14228534179860078,8.0
MIMIC,12563,0.08780505813975387,12.0
RHC,60,0.12876557903344382,8.0
SA,330,0.128650513945573,8.0
GA,420,0.1521730387037538,7.0
MIMIC,26305,0.10707540621909863,10.0
RHC,120,0.12128346008636794,9.0
SA,460,0.12704691037334315,8.0
GA,560,0.14237739880631634,8.0
MIMIC,14117,0.11855606873331867,9.0
RHC,70,0.12740896028767928,8.0
SA,250,0.12135790556610254,9.0
GA,330,0.1399664971231702,8.0
MIMIC,12700,0.09388860124998523,11.0
RHC,60,0.13169132924985033,8.0
SA,250,0.1301209279573157,8.0
GA,320,0.13153381710751758,8.0
MIMIC,12753,0.0985372028771406,11.0
RHC,70,0.11448901163282527,9.0
SA,250,0.1252510105912164,8.0
GA,300,0.15852280740077146,7.0
MIMIC,12692,0.09994029795734138,11.0
RHC,60,0.13910385007258763,8.0
SA,250,0.12410088190453769,9.0
GA,310,0.17013549217289095,6.0
MIMIC,12673,0.10016469280202825,10.0
RHC,60,0.11809510972189619,9.0
SA,250,0.12363387575601358,9.0
GA,310,0.15900515470056506,7.0
MIMIC,12972,0.10845500775851384,10.0
RHC,70,0.11393982046160032,9.0
SA,260,0.14001480281476947,8.0
GA,340,0.1621444093401677,7.0
MIMIC,13592,0.10731135483890061,10.0
RHC,70,0.1298772972767768,8.0
SA,250,0.10484002248216015,10.0
GA,310,0.1667336414763286,6.0
MIMIC,19490,0.09413506990045283,11.0
RHC,70,0.14651112576830613,7.0
SA,240,0.12352434972190326,9.0
GA,310,0.1513845946623548,7.0
MIMIC,12620,0.10258942921591421,10.0
RHC,60,0.12925507527256158,8.0
SA,250,0.12568708503195566,8.0
GA,320,0.16944173774340898,6.0
MIMIC,12943,0.09316326253745646,11.0
RHC,60,0.1145020035976277,9.0
SA,250,0.11627942295742293,9.0
GA,310,0.1543440256111412,7.0
MIMIC,12702,0.09181784502943853,11.0
RHC,70,0.11122983493670596,9.0
SA,240,0.117076338378231,9.0
GA,330,0.1440575753124223,7.0
MIMIC,13260,0.09293021944336287,11.0
RHC,60,0.12065611485407726,9.0
SA,260,0.12316064909724012,9.0
GA,260,0.16164693386094817,7.0
MIMIC,12625,0.08786176687181436,12.0
RHC,70,0.13193640987446936,8.0
SA,330,0.13331102218175128,8.0
GA,410,0.14284891486485657,8.0
MIMIC,12793,0.10515561309908149,10.0
